text,rating,Review_Length
"Read carefully, it makes you think you are getting 5 pairs of adult socks, when in fact you only get one pair, the 5 pairs are the kids socks....very misleading",1,160
Necklace arrived out of packaging and with the clasp damaged it appears they tried to repair the claps and just twisted it shut.,1,128
This is what they sent me don't buy this product it's a waste of money I wore the jewelry for 2 minutes and it broke into pieces never buying that again😥😥,1,154
"Did not look like the picture, fit was bad",1,42
I was seriously disappointed in this swim suit. I ordered based off the sizes and the recommendations from other shoppers. The top was huge and the bottoms small. There's also barely any support in the top. I'm very disappointed as I will not be able to wear this at all.,1,271
"I really wanted to like this, but I feel like it's too bulky to add to a bathing suit. you can see the outline of the insert and I think it makes it more obvious.",1,162
"What a rip-off.... bought three at the same time (frontier, CR-V and CR-Z). They all broke with in 2 months. Plus what you see on the picture was Not what I received. They look very cheap and they were cheap!!!",1,210
Does not look like a Tahitian pearl,1,35
"Broken upon delivery. I just threw it away, the slide magnets weren't in correctly",1,82
Fake not authentic PINK material felt like nylon & it was eaten up with small rat holes. Not made in the USA &#34;Do not buy PINK from here not real!!,1,150
It showed up as an empty package. There was nothing in the shipping bag.,1,72
I got shorts and a tank top instead of a dress???,1,49
Product came with zipper broken and unable to return,1,52
Made for VER large wrist and very poor quality. I bought two of these and one owl &quot;faith&quot; bracelet and all three feel apart. Wouldnt recoomend unless you want to use the beading.,1,188
I bought two of these necklaces and I only received one in my package. Very upset,1,81
This product is not made very well.  I used it twice and the grummet pulled from the side of the bag.  Can not be used because the handle was can not be replaced.,1,162
I've returned two of these hats do the problems with the metal logo and also that the stitching is off center as well as the button on the top of the Hat. If these are Factory second hats they need to list that in the description. Spend a few more bucks and buy it from a more legitimate vendor.,1,295
Didn't seem to do anything,1,26
The product has not been received and I have not been compensated,1,65
Not what it's said to be. I should know better. If it's cheap it will be cheap. Returning.,1,90
Beautiful set but very bad quality. It ripped off while washing in delicate mode,1,80
Quality sucks and it smells disgusting.,1,39
Seem to be too big in thighs and butt area. Feels weird. Ordered smaller size after taking tags off first pair.,1,111
it was a children's size12<br />Skirt was long as pictur<br />The color was not as whats seen,1,93
"Unfortunately, the shower curtain was nothing like the photo. It was very Pixley like if it was a copy from Google and they printed it on a shower curtain. Would not recommend this.  I returned mine.",1,199
"Too small, not for average adult female or teenager, and they charge $5 for a return fee.",1,89
I’m missing a blue beret hat. The hats are cheaply made. You can see the superglue on top of the hats. Disappointed and wish I would’ve purchased the other brand.,1,162
Feels like cardboard. No give so it's very uncomfortable. It looks so soft in the picture:-(,1,92
Got an XL instead of large in the mail :),1,41
Cheap looking and feeling. Double XX is a size zero. Worse purchase I’ve ever made. I had to settle for a partial refund because the seller didn’t want to lose more than what it cost to make it.,1,194
Not for anyone over 5'4&#34; or with any knid of butt.,1,54
All these jacket are faded out in color not like what you see on the web page,1,77
too small and poor quality. I'm returning them,1,46
This did not work in Amy of my masks. It kept falling out and was not what was expected. Total waste of money!,1,110
"Cheap plastic...earring broken.  am sending back, very disappointed.",1,68
Lights stopped working on right shoe within 1 hour. Disappointed!,1,65
It was of poor quality and was nothing like the pictures. Thread was visible and it was cheaply made. I would not recommend this brand or store at all.,1,151
Didn’t receive right size.,1,26
Sin muy débiles se rompen fácil creo que necesita tener más soporte ene la parte de en medio,1,92
Cheap material and long,1,23
"This past week it was 13 degrees above zero.  I wore them while snow blowing and my fingers froze quickly. They are advertised as good to 30 below zero, but didn't even work at 13 above zero, 43 degrees warmer! What a letdown.",1,226
Nylon was tough and the principal behind the belt is good but the design is absolutely ridiculous. Neither buckle end will go through belt loops so there’s no point in having the quick snap buckle. Terrible for everyday use.,1,224
"I loved the look and was exactly what I was looking for. Wore the ONCE and when I took them out and tried to put the backs on, the stem broke off. So sad<br /> I returned them with no problem to Amazon",1,201
"I bought this for my 4 month old, it was so tight I had to return it. She is a normal 4 month old and I got the biggest one they had. Odd.",1,138
Bad! What you see in the picture is not what you get. It's a bait and switch,1,76
Not what I expected. Very small for my face. Returned,1,53
This mask has a plastic valve that does not filter exhaled breath at all. Cannot  be used for viral protection. I bought it to use in the YMCA but had to throw it away.,1,168
They pants DO NOT fit like the picture.  They are way too baggy through the hips and looks sloppy when on.  Didn't like them at all.  Sloppy looking and did nothing to flatter my outfit!  WASTE OF MONEY and picture is very deceiving on how it should fit.,1,254
way too small like kids glasses,1,31
This sweatshirt is horrible I use to only buy russel athletics sweatshirts and when I saw it on amazon I jumped at buying it but they are cheap now short and just not like I remember them at all! Would not recommend this product to any one!,1,240
